Company,Date,Adj Close,Volume,Difference,Difference_Percentage
F,2020-06-02,5.281979,80046000,0.0268579999999998,0.5110824279783439
F,2020-06-03,5.541601999999999,98876600,0.2596230000000004,4.915259981154797
F,2020-06-04,5.881798000000001,115798600,0.3401959999999997,6.138946824402037
F,2020-06-05,6.571141000000001,208648200,0.689343,11.719936658824393
F,2020-06-08,6.741238,113169300,0.1700970000000001,2.588545885714523
F,2020-06-09,6.481615000000001,115749600,-0.2596230000000004,3.8512658950774377
F,2020-06-10,6.0966569999999995,147327100,-0.3849579999999992,5.9392296518691605
F,2020-06-11,5.487887000000001,116184700,-0.6087700000000007,9.98530834193232
F,2020-06-12,5.7833190000000005,88778000,0.2954319999999999,5.383346996758496
F,2020-06-15,5.81913,104742600,0.0358110000000007,0.6192119092860122
F,2020-06-16,5.863892,109535200,0.0447619999999995,0.7692215159310674
F,2020-06-17,5.666937,67831400,-0.196955,3.358776048399254
F,2020-06-18,5.666937,61301800,0.0,0.0
F,2020-06-19,5.577413,126127800,-0.0895239999999999,1.5797599302762664
F,2020-06-22,5.622175,71724300,0.0447620000000004,0.8025584621400713
F,2020-06-23,5.505792,86672800,-0.1163830000000007,2.0700707466416604
F,2020-06-24,5.326741999999999,75536300,-0.1790499999999992,3.2520298623703776
F,2020-06-25,5.3983620000000005,73612700,0.0716199999999993,1.3445366792684783
F,2020-06-26,5.290932,118435400,-0.1074299999999999,1.990048092365794
F,2020-06-29,5.380456,58208400,0.0895239999999999,1.6920270379585287
F,2020-06-30,5.443125,61909300,0.0626690000000005,1.1647525785918615
F,2020-07-01,5.353599,62454700,-0.0895260000000002,1.6447537030657975
F,2020-07-02,5.416266,67270500,0.0626670000000002,1.1705583477582138
F,2020-07-06,5.541601999999999,63921800,0.1253359999999999,2.314066554338356
F,2020-07-07,5.478934,56652000,-0.0626680000000003,1.1308643240709164
F,2020-07-08,5.452076,60928600,-0.0268579999999998,0.4902048464172013
F,2020-07-09,5.228264,82693000,-0.2238119999999996,4.1050785058755555
F,2020-07-10,5.46103,73710700,0.2327659999999998,4.452070515184387
F,2020-07-13,5.4252199999999995,80190700,-0.0358099999999996,0.6557371045388815
F,2020-07-14,5.693795,106131800,0.2685749999999993,4.950490487021712
F,2020-07-15,6.03399,101648700,0.3401950000000004,5.974837520493809
F,2020-07-16,6.14142,93498500,0.1074299999999999,1.7804139549452338
