Company,Date,Adj Close,Volume,Difference,Difference_Percentage
GS,2020-06-02,190.408218,4128700,3.9268030000000067,2.105734236304463
GS,2020-06-03,196.405731,3471900,5.997512999999998,3.149818355003984
GS,2020-06-04,200.369843,3522300,3.964112,2.01832807007042
GS,2020-06-05,203.26126100000002,4737600,2.8914179999999874,1.4430405078472748
GS,2020-06-08,205.956894,3260300,2.695633000000015,1.3261912214546456
GS,2020-06-09,203.429199,2478400,-2.5276949999999943,1.2272932218525272
GS,2020-06-10,199.157288,3091200,-4.271911000000017,2.09994977171395
GS,2020-06-11,181.071564,4923400,-18.085724,9.081125868715382
GS,2020-06-12,188.206955,3380800,7.1353909999999985,3.9406469146088554
GS,2020-06-15,192.432266,3467400,4.225311000000005,2.2450344621961533
GS,2020-06-16,195.491653,3099100,3.0593870000000147,1.5898513609978564
GS,2020-06-17,192.320328,1798300,-3.1713250000000244,1.6222303875040762
GS,2020-06-18,190.128403,2051700,-2.1919249999999977,1.1397261136118684
GS,2020-06-19,188.067047,4962400,-2.0613559999999893,1.0841915081987985
GS,2020-06-22,189.736649,1806900,1.6696019999999976,0.8877695623093383
GS,2020-06-23,191.00517299999998,2451800,1.2685240000000135,0.6685708884844981
GS,2020-06-24,184.699921,2756700,-6.305252000000024,3.3010896516399715
GS,2020-06-25,193.169128,3466500,8.469207000000011,4.5853874512485655
GS,2020-06-26,176.463867,9530700,-16.705261000000007,8.647997313525176
GS,2020-06-29,180.45593300000002,3736000,3.9920659999999932,2.2622568959117246
GS,2020-06-30,184.326797,3102800,3.870864000000012,2.1450466801775994
GS,2020-07-01,184.280167,2620100,-0.0466299999999932,0.0252974612258863
GS,2020-07-02,184.121567,2699400,-0.1586000000000069,0.0860646061819593
GS,2020-07-06,193.411621,3567700,9.290053999999998,5.045608806924828
GS,2020-07-07,185.949768,2853500,-7.461852999999992,3.858016887206581
GS,2020-07-08,188.64536999999999,2789700,2.6956020000000085,1.4496398833904478
GS,2020-07-09,183.589966,3160100,-5.055404000000009,2.6798452567375546
GS,2020-07-10,191.732697,4414800,8.142730999999998,4.435281065415088
GS,2020-07-13,194.829391,4449600,3.096693999999985,1.6151100195497616
GS,2020-07-14,199.614319,5202000,4.784928000000008,2.455957992498169
GS,2020-07-15,202.309906,12516700,2.6955870000000175,1.3503976135098894
GS,2020-07-16,200.229904,5769600,-2.0800020000000075,1.0281266207498547
GS,2020-07-17,197.189209,3614300,-3.0406949999999995,1.5186018368165424
GS,2020-07-20,197.46903999999998,2268700,0.2798310000000015,0.1419098952823536
GS,2020-07-21,197.758179,3393500,0.2891390000000058,0.1464224467795082
GS,2020-07-22,192.14309699999998,4978400,-5.615082000000001,2.8393677714841825
GS,2020-07-23,189.363586,4088600,-2.7795110000000136,1.4465838447477577
GS,2020-07-24,187.917816,3191500,-1.4457700000000102,0.7634889212543801
GS,2020-07-27,189.363586,2601200,1.4457700000000102,0.7693629219275357
GS,2020-07-28,188.057724,2139600,-1.3058619999999903,0.6896056562849368
GS,2020-07-29,188.95318600000002,2635000,0.8954619999999807,0.4761633720505841
