Company,Date,Adj Close,Volume,Difference,Difference_Percentage
ACN,2020-06-02,196.72041299999998,1939200,2.2943110000000217,1.1800426878897268
ACN,2020-06-03,198.15438799999998,1605400,1.4339750000000038,0.7289406209207195
ACN,2020-06-04,194.158432,2451400,-3.9959560000000067,2.016587187562057
ACN,2020-06-05,199.311127,2537900,5.152694999999994,2.6538610488984555
ACN,2020-06-08,201.97828700000002,1626900,2.6671599999999955,1.3381892120854826
ACN,2020-06-09,198.211777,2269600,-3.766509999999984,1.8648093594337605
ACN,2020-06-10,200.209747,2077200,1.997969999999981,1.0079976226639549
ACN,2020-06-11,187.323196,4046600,-12.886550999999995,6.4365252906493104
ACN,2020-06-12,192.71492,2590100,5.3917240000000115,2.8783002399766935
ACN,2020-06-15,190.994125,2310800,-1.7207950000000096,0.8929225614705959
ACN,2020-06-16,195.401184,2154000,4.407059000000004,2.3074317076506956
ACN,2020-06-17,196.165985,1594800,0.7648010000000056,0.39140039192393294
ACN,2020-06-18,193.995895,2228000,-2.1700900000000156,1.1062519325152196
ACN,2020-06-19,192.676651,3710000,-1.3192439999999976,0.6800370698565543
ACN,2020-06-22,193.680405,2454500,1.0037540000000151,0.5209525880746261
ACN,2020-06-23,198.269119,2203800,4.588713999999982,2.3692195397877143
ACN,2020-06-24,192.953903,2753700,-5.315215999999992,2.6808088051271324
ACN,2020-06-25,207.752396,4690200,14.798493000000008,7.669444758523494
ACN,2020-06-26,203.115921,3348400,-4.6364750000000186,2.2317311806117597
ACN,2020-06-29,203.354904,2247900,0.2389830000000188,0.1176584281642889
ACN,2020-06-30,205.266846,3136400,1.9119419999999818,0.94019960295621
ACN,2020-07-01,205.142548,2124700,-0.1242979999999818,0.0605543478755365
ACN,2020-07-02,206.222824,2006200,1.0802759999999978,0.5265977294968559
ACN,2020-07-06,207.97226,1934500,1.7494360000000029,0.8483231710569549
ACN,2020-07-07,206.805969,1783700,-1.166291000000001,0.5607916171127827
ACN,2020-07-08,209.25325,1750700,2.447281000000004,1.1833705824999683
ACN,2020-07-09,209.65476999999998,1756700,0.401520000000005,0.1918823244083449
ACN,2020-07-10,210.562927,1373600,0.9081569999999886,0.4331678215573099
ACN,2020-07-13,206.241943,2090000,-4.32098400000001,2.0521105313092507
ACN,2020-07-14,209.511337,1747800,3.2693940000000046,1.5852226527947353
ACN,2020-07-15,210.85463,2193700,1.3432929999999883,0.6411552802987404
ACN,2020-07-16,210.231003,1408400,-0.623626999999999,0.2957615870232487
ACN,2020-07-17,212.946289,2069700,2.7152860000000203,1.2915725850387634
ACN,2020-07-20,214.37591600000002,1371800,1.4296269999999822,0.6713556769237627
ACN,2020-07-21,213.72348,1546200,-0.6524359999999945,0.3043420231962971
ACN,2020-07-22,215.143478,1488000,1.4199979999999923,0.6644089830466884
ACN,2020-07-23,213.29170200000002,1444900,-1.851776000000001,0.8607167724600979
ACN,2020-07-24,212.46655299999998,1542300,-0.8251489999999819,0.3868640890680229
ACN,2020-07-27,214.270355,1523200,1.8038019999999904,0.8489816277105933
ACN,2020-07-28,213.176559,1422300,-1.0937959999999975,0.5104747224598557
ACN,2020-07-29,215.28741499999998,1473700,2.1108560000000125,0.9901914215624488
ACN,2020-07-30,214.90361000000001,1408600,-0.3838050000000237,0.178275632135777
ACN,2020-07-31,215.67120400000002,1495500,0.7675940000000026,0.3571805983156833
ACN,2020-08-03,217.97393799999998,1631700,2.302734000000015,1.0677058213112287
ACN,2020-08-04,217.94516000000002,1260500,-0.0287780000000168,0.0132024957956289
ACN,2020-08-05,219.432343,1155400,1.4871830000000157,0.6823656923604159
ACN,2020-08-06,221.5336,1317900,2.1012570000000044,0.9575876424014684
ACN,2020-08-07,222.17645299999998,1275400,0.6428530000000023,0.2901830692951328
ACN,2020-08-10,221.00589,1315700,-1.1705630000000156,0.5268618632596567
ACN,2020-08-11,219.307648,1757200,-1.6982419999999934,0.7684148146458872
ACN,2020-08-12,220.439804,1512900,1.132156000000009,0.5162410022289825
ACN,2020-08-13,222.3396,1745700,1.8997959999999807,0.8618207626422951
ACN,2020-08-14,220.91951,1130500,-1.4200899999999876,0.6387031370030295
ACN,2020-08-17,223.193512,1395400,2.2740019999999963,1.029335073212862
ACN,2020-08-18,224.738235,1475800,1.5447230000000047,0.6921003151740381
ACN,2020-08-19,225.122086,1671500,0.3838509999999928,0.1707991521780852
ACN,2020-08-20,227.02182000000002,1279300,1.8997339999999951,0.8438683355128448
ACN,2020-08-21,227.866135,1976100,0.8443150000000229,0.3719091847647169
ACN,2020-08-24,228.11561600000002,1293200,0.2494809999999745,0.1094857733028098
ACN,2020-08-25,228.556961,1501700,0.4413450000000125,0.1934742599998119
ACN,2020-08-26,230.70620699999998,2322100,2.1492460000000047,0.9403546453350003
ACN,2020-08-27,231.109177,1295300,0.40296999999998206,0.1746680356978787
ACN,2020-08-28,233.14327999999998,1212200,2.034103000000016,0.8801480868931554
ACN,2020-08-31,230.207275,2001100,-2.9360049999999944,1.2593135860488855
ACN,2020-09-01,230.293625,1914500,0.0863499999999817,0.0375096747051029
ACN,2020-09-02,237.163483,1702800,6.869858000000023,2.9830864836141346
ACN,2020-09-03,229.295776,2350500,-7.867707000000024,3.3174192335503965
ACN,2020-09-04,226.503677,1946400,-2.792098999999979,1.2176844461364955
ACN,2020-09-08,223.22229,2361200,-3.281387000000024,1.4487124639482225
ACN,2020-09-09,229.22862200000003,1670200,6.006332000000015,2.6907402482072986
ACN,2020-09-10,224.18177799999998,2024100,-5.046843999999993,2.2016639789423817
ACN,2020-09-11,225.256393,1301000,1.0746149999999943,0.4793498426085256
ACN,2020-09-14,229.15184,1576400,3.8954469999999906,1.7293391535395801
ACN,2020-09-15,230.466339,1297500,1.3144990000000119,0.5736366768863876
ACN,2020-09-16,229.71795699999998,1800400,-0.7483819999999923,0.3247250783985388
ACN,2020-09-17,227.22331200000002,2002500,-2.4946450000000198,1.0859599452210085
ACN,2020-09-18,226.60922200000002,3676400,-0.6140900000000045,0.2702583615188236
ACN,2020-09-21,224.43127400000003,2305900,-2.1779479999999865,0.9611029863559508
ACN,2020-09-22,227.319244,1786200,2.8879699999999957,1.2867948163053229
ACN,2020-09-23,221.303345,2688100,-6.01589899999999,2.6464539007528947
ACN,2020-09-24,205.731033,4828600,-15.572312000000009,7.036636522597528
ACN,2020-09-25,205.932526,3691100,0.2014929999999992,0.0979400127738624
ACN,2020-09-28,213.75224300000002,2587600,7.819716999999998,3.797222882605732
ACN,2020-09-29,214.999588,2572000,1.2473449999999957,0.5835470928836035
ACN,2020-09-30,216.832169,2250100,1.8325810000000047,0.8523648891829527
ACN,2020-10-01,216.05499300000002,1928800,-0.7771759999999972,0.3584228316232898
ACN,2020-10-02,213.387634,1936100,-2.6673590000000047,1.2345741067877125
ACN,2020-10-05,214.433502,1446000,1.045868000000013,0.4901258711177298
ACN,2020-10-06,211.420761,2286300,-3.0127410000000046,1.4049768212058606
ACN,2020-10-07,214.395096,2005800,2.9743349999999964,1.4068320376540486
ACN,2020-10-08,216.467575,1394200,2.0724790000000155,0.9666634352494776
ACN,2020-10-09,220.28196699999998,1312500,3.814391999999998,1.7621077891226886
ACN,2020-10-12,222.11212200000003,1524300,1.8301549999999909,0.8308237959396787
ACN,2020-10-13,220.946625,1634000,-1.1654969999999878,0.5247336298016133
ACN,2020-10-14,220.99475099999998,1443800,0.0481259999999963,0.0217817312212831
ACN,2020-10-15,220.35903900000002,1273300,-0.6357120000000123,0.2876593209220667
ACN,2020-10-16,221.591965,1796400,1.232925999999992,0.5595077949128249
ACN,2020-10-19,217.92205800000002,1904500,-3.6699069999999954,1.6561552671821809
ACN,2020-10-20,221.919464,1783800,3.997406000000012,1.8343283083349056
ACN,2020-10-21,224.529831,1701800,2.610366999999997,1.1762677112450108
ACN,2020-10-22,219.75219700000002,1661300,-4.777634000000006,2.1278393070184096
ACN,2020-10-23,221.25480699999997,1187600,1.5026100000000042,0.6837747337743362
ACN,2020-10-26,211.16978500000002,2162100,-10.08502200000001,4.558103002028792
ACN,2020-10-27,212.54717999999997,1567800,1.3773950000000073,0.6522689787272394
ACN,2020-10-28,206.074295,2412300,-6.472884999999992,3.0453873817568367
ACN,2020-10-29,208.482361,1499000,2.408065999999991,1.168542636528244
ACN,2020-10-30,208.935074,1972700,0.4527129999999886,0.21714690769450198
ACN,2020-11-02,212.094498,2087200,3.1594240000000013,1.5121558767102938
ACN,2020-11-03,217.41154500000002,1544000,5.317047000000001,2.506923588371445
ACN,2020-11-04,219.54028300000002,1725000,2.1287379999999985,0.9791283162998536
ACN,2020-11-05,225.387115,1954800,5.846832000000006,2.663216025826116
ACN,2020-11-06,227.602539,1417600,2.215424000000013,0.9829417267264872
ACN,2020-11-09,231.388092,3052100,3.7855529999999935,1.6632296883120414
ACN,2020-11-10,229.93357799999998,2818000,-1.454513999999989,0.6286036534671754
ACN,2020-11-11,233.825058,1757200,3.8914800000000014,1.6924365870564588
ACN,2020-11-12,229.39415,1672200,-4.4309080000000165,1.894967133933104
ACN,2020-11-13,232.890686,1456200,3.496535999999992,1.5242481118197615
ACN,2020-11-16,235.94413799999998,1631400,3.0534520000000214,1.3111095391766854
ACN,2020-11-17,234.855698,1318100,-1.0884400000000198,0.4613125840829408
ACN,2020-11-18,230.916092,1613200,-3.9396059999999977,1.6774581300556726
ACN,2020-11-19,234.25851400000002,1611700,3.3424219999999987,1.4474617039682098
ACN,2020-11-20,234.48971600000002,1771900,0.2312019999999961,0.0986952388846777
ACN,2020-11-23,237.14819300000002,1288600,2.658477000000005,1.1337286109383171
ACN,2020-11-24,240.808487,1899300,3.6602940000000217,1.5434627410380568
ACN,2020-11-25,240.163132,1434000,-0.6453550000000234,0.2679951226137737
ACN,2020-11-27,240.92410299999997,888100,0.760971000000012,0.3168558777789474
ACN,2020-11-30,239.931931,2441400,-0.9921720000000108,0.4118193188831798
