Company,Date,Negative,Neutral,Positive,Row_Tweets_Count
EBAY,2020-06-02,0.20689655172413796,0.7241379310344828,0.06896551724137931,51
EBAY,2020-06-03,0.19230769230769232,0.5384615384615384,0.2692307692307692,48
EBAY,2020-06-04,0.07142857142857142,0.5918367346938775,0.33673469387755106,168
EBAY,2020-06-05,0.0,0.935483870967742,0.06451612903225806,85
EBAY,2020-06-08,0.017857142857142856,0.9285714285714286,0.05357142857142857,73
EBAY,2020-06-09,0.032786885245901634,0.8852459016393442,0.08196721311475409,85
EBAY,2020-06-10,0.0,0.92,0.08,59
EBAY,2020-06-11,0.038461538461538464,0.8846153846153846,0.07692307692307693,47
EBAY,2020-06-12,0.0,0.875,0.125,26
EBAY,2020-06-15,0.4615384615384616,0.5192307692307693,0.019230769230769232,74
EBAY,2020-06-16,0.4615384615384616,0.38461538461538464,0.15384615384615385,44
EBAY,2020-06-17,0.2352941176470588,0.7058823529411765,0.05882352941176471,60
EBAY,2020-06-18,0.1,0.9,0.0,29
EBAY,2020-06-19,0.15,0.8,0.05,34
EBAY,2020-06-22,0.07142857142857142,0.7857142857142857,0.14285714285714285,30
EBAY,2020-06-23,0.0625,0.875,0.0625,52
EBAY,2020-06-24,0.05,0.7,0.25,38
EBAY,2020-06-25,0.14285714285714285,0.7142857142857143,0.14285714285714285,49
EBAY,2020-06-26,0.14285714285714285,0.7619047619047619,0.09523809523809523,104
EBAY,2020-06-29,0.06666666666666668,0.8,0.13333333333333333,66
EBAY,2020-06-30,0.06779661016949153,0.6779661016949152,0.2542372881355932,93
EBAY,2020-07-01,0.060606060606060615,0.8787878787878788,0.060606060606060615,56
EBAY,2020-07-02,0.027027027027027032,0.7027027027027027,0.2702702702702703,82
EBAY,2020-07-06,0.05882352941176471,0.8235294117647058,0.1176470588235294,76
EBAY,2020-07-07,0.1935483870967742,0.7096774193548387,0.0967741935483871,68
EBAY,2020-07-08,0.2571428571428571,0.4857142857142857,0.2571428571428571,80
EBAY,2020-07-09,0.03225806451612903,0.7096774193548387,0.25806451612903225,75
EBAY,2020-07-10,0.0,0.8125,0.1875,58
EBAY,2020-07-13,0.02631578947368421,0.7894736842105263,0.18421052631578946,102
EBAY,2020-07-14,0.038461538461538464,0.6538461538461539,0.3076923076923077,89
EBAY,2020-07-15,0.07692307692307693,0.9230769230769232,0.0,51
EBAY,2020-07-16,0.07407407407407407,0.8148148148148148,0.1111111111111111,61
EBAY,2020-07-17,0.0,0.8888888888888888,0.1111111111111111,59
EBAY,2020-07-20,0.0,0.8823529411764706,0.1176470588235294,124
EBAY,2020-07-21,0.09876543209876544,0.8148148148148148,0.08641975308641975,167
EBAY,2020-07-22,0.10638297872340426,0.7446808510638298,0.14893617021276595,97
